#HGNC ID	Score
DCDC1	0.09050296
DCDC2	0.09892266
DCDC2B	0.16174208
DCDC2C	0.00000000
DCHS1	0.81463299
DCHS2	0.17989227
DCK	0.35435698
DCLK1	0.99702839
DCLK2	0.77513290
DCLK3	0.49913379
DCLRE1A	0.08958042
DCLRE1B	0.08949288
DCLRE1C	0.05795818
DCN	0.94507540
DCP1A	0.51826668
DCP1B	0.11191617
DCP2	0.54915399
DCPS	0.07489315
DCST1	0.12796011
DCST2	0.08179117
DCSTAMP	0.06794226
DCT	0.39036279
DCTD	0.15816829
DCTN1	0.96426520
DCTN2	0.99981416
DCTN3	0.09209124
DCTN4	0.45027612
DCTN5	0.05774524
DCTN6	0.09974920
DCTPP1	0.09499765
DCUN1D1	0.73229974
DCUN1D2	0.09480056
DCUN1D3	0.48367080
DCUN1D4	0.10116739
DCUN1D5	0.33880647
DCXR	0.08662194
DDA1	0.53872074
DDAH1	0.11695031
DDAH2	0.72511465
DDB1	0.99964454
DDB2	0.19193918
DDC	0.08405792
DDHD1	0.29200168
DDHD2	0.06854281
DDI1	0.15274550
DDI2	0.54062848
DDIAS	0.15361714
DDIT3	0.88054018
DDIT4	0.45609754
DDIT4L	0.28959865
DDN	0.85511928
DDO	0.17155877
DDOST	0.11852394
DDR1	0.34953480
DDR2	0.82869525
DDRGK1	0.07354227
DDT	0.19299187
DDTL	0.11311483
DDX1	0.60229485
DDX10	0.32535878
DDX11	0.15373165
DDX17	0.99255655
DDX18	0.58426006
DDX19A	0.44884009
DDX19B	0.11223778
DDX20	0.35097561
DDX21	0.97326907
DDX23	0.99972021
DDX24	0.12194146
DDX25	0.09587701
DDX27	0.15312142
DDX28	0.12820790
DDX31	0.05441736
DDX39A	0.53137631
DDX39B	0.90107056
DDX4	0.68860147
DDX41	0.69439339
DDX42	0.98266063
DDX43	0.07925098
DDX46	0.99757427
DDX47	0.16778987
DDX49	0.14986647
DDX5	0.99989604
DDX50	0.35494446
DDX51	0.11255956
DDX52	0.28458467
DDX54	0.07882157
DDX55	0.05755422
DDX56	0.07585902
DDX58	0.51723476
DDX59	0.07030511
DDX6	0.98485529
DDX60	0.10315987
DDX60L	0.11032313
DEAF1	0.08660164
DECR1	0.17148729
DECR2	0.11423353
DEDD	0.89849104
DEDD2	0.21405416
DEF6	0.50131924
DEF8	0.08193115
DEFA3	0.19639407
DEFA4	0.05482329
DEFA5	0.11669734
DEFA6	0.07180481
DEFB1	0.06182434
DEFB104A	0.15305360
DEFB105A	0.05408307
DEFB105B	0.14064169
DEFB106A	0.16332649
DEFB106B	0.05033338
DEFB107A	0.11657590
DEFB107B	0.11657590
DEFB108B	0.06814172
DEFB110	0.15210925
DEFB112	0.09401172
DEFB113	0.09847429
DEFB114	0.05624084
DEFB115	0.05080759
DEFB116	0.08660410
DEFB118	0.08154814
DEFB119	0.10440545
DEFB121	0.10275386
DEFB123	0.11092776
DEFB124	0.11751471
DEFB125	0.10905680
DEFB126	0.11752192
DEFB127	0.21249955
DEFB128	0.08136882
DEFB129	0.13799463
DEFB131A	0.06724823
DEFB132	0.08216530
DEFB133	0.13073871
DEFB134	0.08717468
DEFB135	0.06134287
DEFB136	0.06902209
DEFB4A	0.00000000
DEFB4B	0.09535212
DEGS1	0.22091759
DEGS2	0.15849425
DEK	0.21513923
DELE1	0.43773261
DENND1A	0.40300675
DENND1B	0.13912121
DENND1C	0.08785176
DENND2A	0.22894869
DENND2C	0.05273490
DENND2D	0.07091579
DENND3	0.16372553
DENND4A	0.12931108
DENND4B	0.76497590
DENND4C	0.07881711
DENND5A	0.60623824
DENND5B	0.74377376
DENND6A	0.47280784
DENND6B	0.06646195
DENR	0.29339253
DEPDC1	0.06777110
DEPDC1B	0.08175944
DEPDC4	0.16725705
DEPDC5	0.54658642
DEPDC7	0.09971946
DEPP1	0.19167160
DEPTOR	0.22353095
DERA	0.06216121
DERL1	0.26961248
DERL2	0.92651669
DERL3	0.19189069
DES	0.72681440
DESI1	0.10468466
DESI2	0.77545043
DET1	0.22931522
DEUP1	0.07951947
DEXI	0.21445976
DFFA	0.13232214
DFFB	0.09051164
DGAT1	0.24158225
DGAT2	0.15337435
DGCR2	0.13419205
DGCR6	0.12414945
DGCR6L	0.08244639
DGCR8	0.80426989
DGKA	0.66631250
DGKB	0.26708975
DGKD	0.52873372
DGKE	0.10664740
DGKG	0.08062271
DGKH	0.62871276
DGKI	0.33869542
DGKQ	0.06934042
DGKZ	0.84302000
DGLUCY	0.08201535
DGUOK	0.21805524
DHCR24	0.52005925
DHCR7	0.14741446
DHDDS	0.32762069
DHDH	0.08383760
DHFR	0.16088846
DHFR2	0.15940669
DHH	0.99573392
DHODH	0.14533144
DHPS	0.06842122
DHRS1	0.06730105
DHRS11	0.07236127
DHRS12	0.06324835
DHRS13	0.13330474
DHRS2	0.07592031
DHRS3	0.25985279
DHRS4	0.07158341
DHRS4L2	0.08480487
DHRS7	0.07269771
DHRS7B	0.10926652
DHRS7C	0.13314439
DHRS9	0.11862681
DHTKD1	0.13607945
DHX15	0.99945509
DHX16	0.63799369
DHX29	0.10903332
DHX30	0.85300261
DHX32	0.15775017
DHX33	0.42283150
DHX34	0.06330916
DHX35	0.10744690
DHX36	0.77822598
DHX37	0.33890132
DHX38	0.70004474
DHX40	0.89547563
DHX57	0.06118801
DHX58	0.11481375
DHX8	0.99951598
DHX9	0.99983772
DIABLO	0.08956823
DIAPH1	0.78024172
DIAPH3	0.07858478
DICER1	0.99747306
DIDO1	0.70225832
DIMT1	0.07654137
DIO1	0.06961564
DIO2	0.28674235
DIO3	0.77642849
DIP2A	0.35638386
DIP2B	0.68771711
DIP2C	0.82539378
DIPK1A	0.08206117
DIPK1B	0.07580512
DIPK1C	0.06092793
DIPK2A	0.32107903
DIRAS1	0.61930812
DIRAS2	0.32933020
DIRAS3	0.38236698
DIRC1	0.12090611
DIS3	0.08169197
DIS3L	0.07355461
DIS3L2	0.26318088
DISC1	0.15565122
DISP1	0.36437614
DISP2	0.22749623
DISP3	0.09942556
DIXDC1	0.09221558
DKK1	0.65944026
DKK2	0.85047781
DKK3	0.12592303
DKK4	0.13538091
DKKL1	0.05582004
DLAT	0.12394291
DLC1	0.70647509
DLD	0.11383163
DLEC1	0.05401619
DLEU7	0.61014726
DLG1	0.99590583
DLG2	0.99446371
DLG4	0.99998139
DLG5	0.88977181
DLGAP1	0.82193568
DLGAP2	0.15005208
DLGAP3	0.51590169
DLGAP4	0.79478322
DLGAP5	0.11173091
DLK1	0.42864440
DLK2	0.41647209
DLL1	0.99964577
DLL3	0.49237654
DLL4	0.99973556
DLST	0.18081015
DLX1	0.99899215
DLX2	0.99946624
DLX3	0.89313864
DLX4	0.43905694
DLX5	0.99952401
DLX6	0.98061896
DMAC1	0.11195420
DMAC2	0.07543047
DMAC2L	0.07723022
DMAP1	0.97629358
DMBT1	0.09456735
DMBX1	0.39184107
DMC1	0.74507362
DMGDH	0.36704808
DMKN	0.05422067
DMP1	0.31498629
DMPK	0.08872065
DMRT1	0.98731177
DMRT2	0.43956384
DMRT3	0.39102536
DMRTA1	0.37158349
DMRTA2	0.56023287
DMRTB1	0.55358734
DMRTC2	0.44464126
DMTF1	0.68279318
DMTN	0.58910012
DMWD	0.39656583
DMXL1	0.59738895
DMXL2	0.31501758
DNA2	0.11197675
DNAAF1	0.04918608
DNAAF2	0.57504082
DNAAF3	0.07287764
DNAAF4	0.24745019
DNAAF5	0.05355569
DNAH1	0.42855177
DNAH10	0.22800361
DNAH10OS	0.06010903
DNAH11	0.50656541
DNAH12	0.20795385
DNAH14	0.09804433
DNAH17	0.68569091
DNAH2	0.45512118
DNAH3	0.88989611
DNAH5	0.19738794
DNAH6	0.25849443
DNAH7	0.35278761
DNAH8	0.19746632
DNAH9	0.35366449
DNAI1	0.13859760
DNAI2	0.09453706
DNAJA1	0.98098823
DNAJA2	0.67491367
DNAJA3	0.36353539
DNAJA4	0.16096619
DNAJB1	0.87536577
DNAJB11	0.75529182
DNAJB12	0.12740607
DNAJB13	0.05495551
DNAJB14	0.52747849
DNAJB2	0.09628277
DNAJB4	0.47670200
DNAJB5	0.66861387
DNAJB6	0.38010236
DNAJB7	0.23216761
DNAJB8	0.07176235
DNAJB9	0.08842707
DNAJC1	0.09335799
DNAJC10	0.24998480
DNAJC11	0.32051854
DNAJC12	0.08382121
DNAJC13	0.68224188
DNAJC14	0.83821038
DNAJC15	0.05565129
DNAJC16	0.10537302
DNAJC17	0.07629723
DNAJC18	0.09063243
DNAJC19	0.00000000
DNAJC2	0.39006175
DNAJC21	0.05424758
DNAJC22	0.09605020
DNAJC24	0.05531532
DNAJC25	0.08669975
DNAJC27	0.13945860
DNAJC28	0.13355670
DNAJC3	0.48025992
DNAJC30	0.15626531
DNAJC4	0.06979955
DNAJC5	0.67686415
DNAJC5B	0.10158700
DNAJC5G	0.08760848
DNAJC6	0.64703238
DNAJC7	0.84034447
DNAJC8	0.19251342
DNAJC9	0.11586134
DNAL1	0.09779479
DNAL4	0.30365344
DNALI1	0.32122781
DNASE1	0.30656244
DNASE1L2	0.06612890
DNASE1L3	0.07937878
DNASE2	0.13107233
DNASE2B	0.43902604
DND1	0.20809771
DNER	0.78792417
DNHD1	0.53424739
DNLZ	0.07536728
DNM1	0.99333732
DNM1L	0.45035114
DNM2	0.96624937
DNM3	0.44572284
DNMBP	0.15761912
DNMT1	0.99936619
DNMT3A	0.97452469
DNMT3B	0.98596322
DNMT3L	0.06503246
DNPEP	0.07049593
DNPH1	0.09923573
DNTT	0.07745972
DNTTIP1	0.23992959
DNTTIP2	0.08845347
DOC2A	0.12014086
DOC2B	0.22409625
DOCK1	0.27768913
DOCK10	0.09627523
DOCK2	0.64643471
DOCK3	0.97741878
DOCK4	0.73753698
DOCK5	0.06310361
DOCK6	0.08588965
DOCK7	0.23101075
DOCK8	0.07183159
DOCK9	0.55915944
DOHH	0.10616237
DOK1	0.84585829
DOK2	0.59954974
DOK3	0.07318684
DOK4	0.88535607
DOK5	0.19356026
DOK6	0.59104895
DOK7	0.05666703
DOLK	0.10710917
DOLPP1	0.36524183
DONSON	0.07449336
DOP1A	0.49570597
DOP1B	0.07188057
DOT1L	0.59936942
DPAGT1	0.12620215
DPCD	0.05244575
DPEP1	0.05529931
DPEP2	0.10149515
DPEP3	0.14026525
DPF1	0.91311505
DPF2	0.90305621
DPF3	0.85384790
DPH1	0.21132188
DPH2	0.12259044
DPH3	0.12877092
DPH5	0.08270586
DPH6	0.06755494
DPH7	0.06275388
DPM1	0.38194247
DPM2	0.06294746
DPM3	0.15259043
DPP10	0.30071619
DPP3	0.11691584
DPP4	0.07191722
DPP6	0.81176095
DPP7	0.13121333
DPP8	0.20864316
DPP9	0.26143608
DPPA2	0.11460335
DPPA3	0.07692575
DPPA4	0.06432443
DPPA5	0.05410870
DPRX	0.16015679
DPT	0.19679651
DPY19L1	0.09248397
DPY19L2	0.07633305
DPY19L3	0.11010023
DPY19L4	0.09317441
DPY30	0.39785615
DPYD	0.21249238
DPYS	0.08146929
DPYSL2	0.99486393
DPYSL3	0.45020333
DPYSL4	0.07103803
DPYSL5	0.74782330
DQX1	0.11791481
DR1	0.96318023
DRAM1	0.11922968
DRAM2	0.09137441
DRAP1	0.32289828
DRAXIN	0.16262650
DRC1	0.05860747
DRC3	0.05248722
DRC7	0.06334096
DRD1	0.84211898
DRD2	0.98245046
DRD3	0.31444815
DRD4	0.76619385
DRD5	0.69152038
DRG1	0.48690401
DRG2	0.07897484
DRGX	0.18104718
DRICH1	0.04803654
DROSHA	0.96717347
DSC1	0.08587851
DSC2	0.12091597
DSC3	0.13528159
DSCAM	0.80718599
DSCAML1	0.92332373
DSCC1	0.19767343
DSE	0.45676211
DSEL	0.09726086
DSG1	0.34753464
DSG2	0.08750640
DSG3	0.16823852
DSG4	0.07386773
DSN1	0.10179802
DSP	0.97121028
DSPP	0.28164250
DST	0.82727692
DSTN	0.69351096
DSTYK	0.12515565
DTD1	0.10621352
DTD2	0.29679398
DTHD1	0.09081326
DTL	0.14921210
DTNA	0.85647474
DTNB	0.34100935
DTNBP1	0.06866826
DTWD1	0.11384853
DTWD2	0.08311598
DTX1	0.99438059
DTX2	0.80079945
DTX3	0.51354591
DTX3L	0.09732282
DTX4	0.91401276
DTYMK	0.22662312
DUOX1	0.12046925
DUOX2	0.25036361
DUOXA1	0.09328309
DUOXA2	0.09118530
DUPD1	0.36494371
DUS1L	0.06392584
DUS2	0.09873598
DUS3L	0.25957633
DUS4L	0.09855750
DUSP1	0.78170946
DUSP10	0.63600933
DUSP11	0.12116548
DUSP12	0.13104185
DUSP13	0.25035679
DUSP14	0.42970246
DUSP15	0.11950495
DUSP16	0.14581803
DUSP18	0.06807263
DUSP19	0.12810154
DUSP2	0.35377954
DUSP22	0.06090810
DUSP23	0.37629700
DUSP26	0.22926660
DUSP27	0.17824125
DUSP28	0.11012548
DUSP3	0.54107578
DUSP4	0.66038618
DUSP5	0.14112324
DUSP6	0.92542116
DUSP7	0.29829531
DUSP8	0.47384561
DUT	0.70221454
DUXA	0.09323349
DVL1	0.91346372
DVL2	0.98150970
DVL3	0.99996163
DXO	0.19237273
DYDC1	0.06225906
DYDC2	0.06700940
DYM	0.09491488
DYNAP	0.06923604
DYNC1H1	0.99999641
DYNC1I1	0.59486435
DYNC1I2	0.29360556
DYNC1LI1	0.98009896
DYNC1LI2	0.92272049
DYNC2H1	0.29323159
DYNC2LI1	0.05996164
DYNLL1	0.99642628
DYNLL2	0.59100439
DYNLRB1	0.88077541
DYNLRB2	0.07657588
DYNLT1	0.77060290
DYRK1A	0.99906241
DYRK1B	0.99963722
DYRK2	0.93656022
DYRK3	0.28002685
DYRK4	0.12847509
DYSF	0.05445976
DYTN	0.08578110
DZANK1	0.07766311
DZIP1	0.09765190
DZIP1L	0.14986417
DZIP3	0.07018246
E2F1	0.99491588
E2F2	0.80260322
E2F3	0.99409498
E2F4	0.88133554
E2F5	0.94555760
E2F6	0.49362600
E2F7	0.15085861
E2F8	0.54346762
E4F1	0.26630506
EAF1	0.18787166
EAF2	0.06069883
EAPP	0.11969511
EARS2	0.18154894
EBAG9	0.32840948
EBF1	0.99963953
EBF2	0.97255200
EBF3	0.99349732
EBF4	0.35625699
EBI3	0.06271518
EBLN1	0.21500811
EBLN2	0.06142777
EBNA1BP2	0.30264624
EBPL	0.10084643
ECD	0.07754630
ECE1	0.98411090
ECE2	0.51187308
ECEL1	0.07171831
ECH1	0.05085187
ECHDC1	0.07170075
ECHDC2	0.06587714
ECHDC3	0.06173703
ECHS1	0.06844217
ECI1	0.11411575
ECI2	0.09392116
ECM1	0.07221510
ECM2	0.24258020
ECPAS	0.72635144
ECSCR	0.06515121
ECSIT	0.13244511
ECT2	0.09291333
ECT2L	0.12737242
EDAR	0.13183956
EDARADD	0.29506760
EDC3	0.56981711
EDC4	0.41178567
EDDM3A	0.17675746
EDDM3B	0.17458095
EDEM1	0.23391736
EDEM2	0.08541726
EDEM3	0.13025066
EDF1	0.44270567
EDIL3	0.31173940
EDN1	0.93161953
EDN2	0.28052978
EDN3	0.56241063
EDNRA	0.96303977
EDNRB	0.48543616
EDRF1	0.05624143
EEA1	0.93836474
EED	0.99521293
EEF1A1	0.99922509
EEF1A2	0.99325368
EEF1AKMT1	0.10140870
EEF1AKMT2	0.08778426
EEF1AKMT3	0.09860842
EEF1AKNMT	0.07851091
EEF1B2	0.24953441
EEF1D	0.18080569
EEF1E1	0.15188952
EEF1G	0.99923445
EEF2	0.99935719
EEF2K	0.09321086
EEF2KMT	0.09619785
EEFSEC	0.05495229
EEPD1	0.08934547
EFCAB1	0.07763585
EFCAB10	0.05460104
EFCAB11	0.13507398
EFCAB12	0.06858685
EFCAB13	0.38973292
EFCAB14	0.07863086
EFCAB2	0.09681974
EFCAB3	0.21956723
EFCAB5	0.06953638
EFCAB6	0.10043250
EFCAB7	0.30382223
EFCAB8	0.05461331
EFCAB9	0.33917311
EFCC1	0.07706148
EFEMP1	0.90064702
EFEMP2	0.08260422
EFHB	0.12314907
EFHC1	0.17083773
EFHD1	0.33571940
EFHD2	0.28694132
EFL1	0.15067520
EFNA1	0.89153929
EFNA2	0.69430772
EFNA3	0.28321877
EFNA4	0.66424649
EFNA5	0.99230738
EFNB2	0.99808784
EFNB3	0.28641384
EFR3A	0.06987260
EFR3B	0.19165404
EFS	0.12111643
EFTUD2	0.99980251
EGF	0.35167061
EGFL7	0.19794450
EGFL8	0.28575136
EGFLAM	0.05979178
EGFR	0.99818417
EGLN1	0.87570961
EGLN2	0.29766856
EGLN3	0.21599696
EGR1	0.99969699
EGR2	0.99448339
EGR3	0.99837076
EGR4	0.26860518
EHBP1	0.83158140
EHBP1L1	0.12319385
EHD1	0.41832259
EHD2	0.17260812
EHD3	0.14429028
EHD4	0.08134941
EHF	0.84972637
EHHADH	0.34265430
EHMT1	0.99855271
EHMT2	0.83485400
EI24	0.43636133
EID1	0.36852869
EID2	0.97628285
EID2B	0.09686170
EID3	0.19976409
EIF1	0.95824207
EIF1AD	0.08438633
EIF1B	0.59386449
EIF2A	0.20793701
EIF2AK1	0.11839501
EIF2AK2	0.40001062
EIF2AK3	0.44175799
EIF2AK4	0.81317458
EIF2B1	0.26653532
EIF2B2	0.24464221
EIF2B3	0.12554457
EIF2B4	0.51514650
EIF2B5	0.25963069
EIF2D	0.08571950
EIF2S1	0.99542568
EIF2S2	0.80819517
EIF3A	0.99642938
EIF3B	0.75132516
EIF3C	0.56159272
EIF3CL	0.11114293
EIF3D	0.73706258
EIF3E	0.77038146
EIF3F	0.65012228
EIF3G	0.41505560
EIF3H	0.29987429
EIF3I	0.84367083
EIF3J	0.71926428
EIF3K	0.17413056
EIF3L	0.30229689
EIF3M	0.31665237
EIF4A1	0.99821152
EIF4A2	0.97762938
EIF4A3	0.99862338
EIF4B	0.99177301
EIF4E	0.95330196
EIF4E1B	0.08327141
EIF4E2	0.34953132
EIF4E3	0.10053703
EIF4EBP1	0.74401608
EIF4EBP2	0.84046611
EIF4EBP3	0.59443742
EIF4ENIF1	0.73091384
EIF4G1	0.98028952
EIF4G2	0.22262049
EIF4G3	0.30414302
EIF4H	0.66332869
EIF5	0.46670049
EIF5A	0.89538353
EIF5A2	0.18036290
EIF5AL1	0.18303209
EIF5B	0.96557657
EIF6	0.71190644
EIPR1	0.08742030
ELAC1	0.17705576
ELAC2	0.14103539
ELANE	0.84078429
ELAVL1	0.99751495
ELAVL2	0.95321615
ELAVL3	0.87429395
ELAVL4	0.99940567
ELF1	0.70446763
ELF2	0.73217317
ELF3	0.98859395
ELF5	0.27670847
ELFN1	0.22148612
ELFN2	0.59058440
ELK3	0.15888249
ELK4	0.12803273
ELL	0.64998500
ELL2	0.50473395
ELL3	0.11311173
ELMO1	0.58163852
ELMO2	0.14400629
ELMO3	0.09313567
ELMOD1	0.22047422
ELMOD2	0.20507186
ELMOD3	0.13137816
ELMSAN1	0.87047459
ELN	0.18826353
ELOA	0.53589076
ELOA2	0.07916509
ELOA3	0.09349319
ELOA3B	0.09653260
ELOA3D	0.09653260
ELOB	0.20863092
ELOC	0.85328287
ELOF1	0.13135930
ELOVL1	0.19702732
ELOVL2	0.07883648
ELOVL3	0.15547035
ELOVL4	0.38775708
ELOVL5	0.39938724
ELOVL6	0.54659780
ELOVL7	0.07784130
ELP1	0.12991057
ELP2	0.06441915
ELP3	0.33464118
ELP4	0.09028661
ELP5	0.08046386
ELP6	0.07454018
ELSPBP1	0.27878916
EMB	0.07418308
EMC1	0.08338484
EMC10	0.10157050
EMC2	0.11893386
EMC3	0.39185985
EMC4	0.60889266
EMC6	0.27275039
EMC7	0.60748886
EMC8	0.09266903
EMC9	0.12236575
EMCN	0.04801605
EME1	0.26331009
EME2	0.08385031
EMG1	0.06986164
EMID1	0.04850043
EMILIN1	0.17274409
EMILIN2	0.14515266
EMILIN3	0.07935967
EML1	0.32632055
EML2	0.07861216
EML3	0.22138527
EML4	0.29367360
EML5	0.11991909
EML6	0.20199300
EMP1	0.14841549
EMP2	0.05177054
EMP3	0.09025361
EMSY	0.84153029
EMX1	0.80195593
EMX2	0.99823191
EN1	0.99990302
EN2	0.99646233
ENAH	0.84128023
ENAM	0.13097070
ENC1	0.88745433
ENDOD1	0.18373208
ENDOG	0.08760842
ENDOU	0.11555905
ENDOV	0.11484125
ENG	0.99508982
ENGASE	0.14352013
ENHO	0.21883771
ENKD1	0.13623340
ENKUR	0.08680564
ENO1	0.55657622
ENO2	0.32860735
ENO3	0.48195055
ENO4	0.19440068
ENOPH1	0.10752466
ENOSF1	0.09247943
ENOX1	0.22366011
ENPEP	0.09294497
ENPP1	0.10813836
ENPP2	0.17163731
ENPP3	0.06893814
ENPP4	0.10109106
ENPP5	0.10741237
ENPP6	0.10350241
ENPP7	0.12835311
ENSA	0.23394739
ENTHD1	0.10558888
ENTPD1	0.18289841
ENTPD2	0.12032140
ENTPD3	0.17768937
ENTPD4	0.08445112
ENTPD5	0.04881583
ENTPD6	0.05102884
ENTPD7	0.06639139
ENTPD8	0.13999547
ENTR1	0.05362186
ENY2	0.32923227
EOGT	0.10468146
EOMES	0.97747725
EP300	0.99983110
EP400	0.99571347
EPAS1	0.98895511
EPB41	0.54510091
EPB41L1	0.61332710
EPB41L2	0.59379091
EPB41L3	0.14147233
EPB41L4A	0.05332173
EPB41L4B	0.40221586
EPB41L5	0.06367429
EPB42	0.11609812
EPC1	0.99848424
EPC2	0.99994363
EPCAM	0.12065793
EPDR1	0.08048413
EPG5	0.08051966
EPGN	0.05962068
EPHA1	0.25189892
EPHA10	0.28907611
EPHA2	0.99555659
EPHA3	0.52338005
EPHA4	0.99983397
EPHA5	0.29803021
EPHA6	0.67223100
EPHA7	0.97992738
EPHA8	0.09329092
EPHB1	0.99616256
EPHB2	0.98992436
EPHB3	0.97955765
EPHB4	0.96848827
EPHB6	0.30577012
EPHX1	0.12945215
EPHX2	0.09904788
EPHX3	0.09718652
EPHX4	0.08007042
EPM2A	0.26767946
EPM2AIP1	0.11381359
EPN1	0.81791241
EPN2	0.38373842
EPN3	0.24154482
EPO	0.61749787
EPOP	0.23615857
EPOR	0.94145486
EPPIN	0.04801101
EPPK1	0.09973420
EPRS	0.49358991
EPS15	0.72475995
EPS15L1	0.83174146
EPS8	0.70713173
EPS8L1	0.07822961
EPS8L2	0.05785352
EPS8L3	0.06034424
EPSTI1	0.09625491
EPX	0.09468742
EPYC	0.21046625
EQTN	0.09963269
ERAL1	0.06029833
ERAP1	0.15971828
ERAP2	0.10802543
ERBB2	0.99934911
ERBB3	0.96099032
ERBB4	0.99994491
ERBIN	0.70443770
ERC1	0.71938941
ERC2	0.77800640
ERCC1	0.07424481
ERCC2	0.83057902
ERCC3	0.65577607
ERCC4	0.49230203
ERCC5	0.12535727
ERCC6	0.10507054
ERCC6L2	0.06855072
ERCC8	0.21412371
EREG	0.10159476
ERF	0.65930820
ERFE	0.00000000
ERG	0.97243625
ERG28	0.33581311
ERGIC1	0.15975704
ERGIC2	0.11433203
ERGIC3	0.07326081
ERH	0.48772451
ERI1	0.05952697
ERI2	0.06721973
ERI3	0.36972831
ERICH1	0.12825778
ERICH2	0.06116622
ERICH3	0.13024533
ERICH4	0.11078007
ERICH5	0.10694039
ERICH6	0.09081529
ERICH6B	0.07677083
ERLEC1	0.08538977
ERLIN1	0.48801430
ERLIN2	0.16946078
ERMAP	0.08358226
ERMARD	0.05137184
ERMN	0.08255221
ERMP1	0.06821080
ERN1	0.94385114
ERN2	0.36577809
ERO1A	0.29239451
ERO1B	0.09222419
ERP27	0.17022324
ERP29	0.15630158
ERP44	0.22996244
ERRFI1	0.60524198
ERV3-1	0.10600405
ERVFRD-1	0.09196767
ERVMER34-1	0.10196078
ERVV-1	0.11967732
ERVV-2	0.12301907
ERVW-1	0.06777589
ESAM	0.27553779
ESCO1	0.97982563
ESCO2	0.59598653
ESD	0.12725808
ESF1	0.19812775
ESM1	0.15364302
ESPL1	0.98171306
ESPN	0.06354580
ESPNL	0.13173244
ESR1	0.99936246
ESR2	0.93572998
ESRP1	0.72859408
ESRP2	0.87203250
ESRRA	0.55449814
ESRRB	0.66770157
ESRRG	0.95497380
ESS2	0.13119385
ESYT1	0.09891041
ESYT2	0.08594634
ESYT3	0.05799895
ETAA1	0.16651618
ETF1	0.99228760
ETFA	0.19828312
ETFB	0.07378983
ETFBKMT	0.06878374
ETFDH	0.07189062
ETFRF1	0.08490368
ETHE1	0.05812498
ETNK1	0.71283117
ETNK2	0.05508631
ETNPPL	0.06653043
ETS1	0.99953164
ETS2	0.99781932
ETV1	0.94094925
ETV2	0.16440228
ETV3	0.86499728
ETV3L	0.08491591
ETV4	0.40257415
ETV5	0.86691387
ETV6	0.99982849
ETV7	0.27519514
EVA1A	0.12490825
EVA1B	0.26034428
EVA1C	0.11243098
EVC	0.05630335
EVC2	0.13648807
EVI2A	0.22962089
EVI2B	0.11250143
EVI5	0.10624429
EVI5L	0.71359629
EVL	0.69302555
EVPL	0.17627006
EVPLL	0.13116236
EVX1	0.90178319
EVX2	0.59428498
EWSR1	0.99854073
EXD1	0.34447117
EXD2	0.12614765
EXD3	0.05304880
EXO1	0.12362991
EXO5	0.12863446
EXOC1	0.09630633
EXOC2	0.12668044
EXOC3	0.25674054
EXOC3L1	0.11135881
EXOC3L2	0.29655712
EXOC3L4	0.10164306
EXOC4	0.28438473
EXOC5	0.60545933
EXOC6	0.32543339
EXOC6B	0.82318330
EXOC7	0.07487566
EXOC8	0.52704798
EXOG	0.10692566
EXOSC1	0.05773030
EXOSC10	0.12990518
EXOSC2	0.06136733
EXOSC3	0.16019079
EXOSC4	0.09422752
EXOSC5	0.04954997
EXOSC6	0.15864118
EXOSC7	0.06559726
EXOSC8	0.14169254
EXOSC9	0.05101624
EXPH5	0.15531399
EXT1	0.99097416
EXT2	0.76763635
EXTL1	0.38472401
EXTL2	0.10783702
EXTL3	0.27135038
EYA1	0.99502297
EYA2	0.57250454
EYA3	0.96108566
EYA4	0.65308290
EYS	0.18090829
EZH1	0.35258132
EZH2	0.99964458
EZR	0.96685323
F10	0.20712074
F11	0.24022984
F11R	0.07055680
F12	0.16262061
F13A1	0.19305496
F13B	0.07457784
F2	0.95014728
F2R	0.68456325
F2RL1	0.57579569
F2RL2	0.26269400
F2RL3	0.08978819
F3	0.21924051
F5	0.22120521
F7	0.12715400
FA2H	0.42125130
FAAH	0.09221992
FAAP100	0.07414871
FAAP20	0.09873920
FAAP24	0.11428498
FABP1	0.10430763
FABP12	0.14616106
FABP2	0.00000000
FABP3	0.12697085
FABP4	0.27496218
FABP5	0.22836564
FABP6	0.16442142
FABP7	0.21981460
FABP9	0.13414871
FADD	0.70153995
FADS1	0.14078910
FADS2	0.38091019
FADS3	0.12922179
FADS6	0.20948341
FAF1	0.99182035
FAF2	0.96280446
FAH	0.12715974
FAHD1	0.35448499
FAHD2A	0.05921696
FAHD2B	0.08805868
FAIM	0.08294271
FAIM2	0.17491814
FAM102A	0.24118457
FAM102B	0.09974375
FAM104A	0.15631583
FAM106A	0.06116622
FAM107A	0.11385507
FAM107B	0.12337287
FAM110A	0.33448243
FAM110B	0.12899668
FAM110C	0.53173514
FAM110D	0.18727496
FAM111A	0.13960737
FAM111B	0.16404254
FAM114A1	0.11385320
FAM114A2	0.06136185
FAM117A	0.16278009
FAM117B	0.13351659
FAM118A	0.15627709
FAM118B	0.35511346
FAM120A	0.93714347
FAM120AOS	0.11084577
FAM120B	0.07365238
FAM122A	0.26264620
FAM124A	0.14965620
FAM124B	0.09679246
FAM126A	0.23908654
FAM126B	0.48085562
FAM129A	0.32936833
FAM129B	0.43256351
FAM129C	0.11266310
FAM131A	0.31425776
FAM131B	0.41774557
FAM131C	0.10505835
